Jul 17 01:04:11.679: vmx| Log for VMware Player pid=9568 version=e.x.p build=build-99530 option=BETA
Jul 17 01:04:36.791: vcpu-0| MonOvhd:           summary:  32bit alloc   3089 use    854   64bit alloc   4494 use      0   shared alloc   4002 use    537
Jul 17 01:04:36.791: vcpu-0| MonOvhd: VCPU-0:   BusMemRegionDir:  32bit use      1   64bit use      0   shared use      0
Jul 17 01:04:36.791: vcpu-0| MonOvhd: VCPU-0: BusMemMMTracePGAR:  32bit use      1   64bit use      0   shared use      0
Jul 17 01:04:36.791: vcpu-0| MonOvhd: VCPU-0: BusMem2MRegionPGAR:  32bit use      1   64bit use      0   shared use      0
Jul 17 01:04:36.791: vcpu-0| MonOvhd: VCPU-0:         BitVector:  32bit use      0   64bit use      0   shared use      0
Jul 17 01:04:36.791: vcpu-0| MonOvhd: VCPU-0:               MMU:  32bit use      0   64bit use      0   shared use    262
Jul 17 01:04:36.791: vcpu-0| MonOvhd: VCPU-0:         ScratchAS:  32bit use      0   64bit use      0   shared use    263
Jul 17 01:04:36.791: vcpu-0| MonOvhd: VCPU-0:            MonTLB:  32bit use      0   64bit use      0   shared use      6
Jul 17 01:04:36.791: vcpu-0| MonOvhd: VCPU-0:                DT:  32bit use     17   64bit use      0   shared use      0
Jul 17 01:04:36.791: vcpu-0| MonOvhd: VCPU-0:      APICMemSpace:  32bit use      0   64bit use      0   shared use      0
Jul 17 01:04:36.791: vcpu-0| MonOvhd: VCPU-0:        BTMemSpace:  32bit use      0   64bit use      0   shared use      0
Jul 17 01:04:36.791: vcpu-0| MonOvhd: VCPU-0:       TCCoherency:  32bit use      1   64bit use      0   shared use      0
Jul 17 01:04:36.791: vcpu-0| MonOvhd: VCPU-0:            VPHash:  32bit use     68   64bit use      0   shared use      0
Jul 17 01:04:36.791: vcpu-0| MonOvhd: VCPU-0:                TC:  32bit use    761   64bit use      0   shared use      0
Jul 17 01:04:36.791: vcpu-0| MonOvhd: VCPU-0:  BusMemInvalidate:  32bit use      0   64bit use      0   shared use      3
Jul 17 01:04:36.791: vcpu-0| MonOvhd: VCPU-0:      BusMemPShare:  32bit use      0   64bit use      0   shared use      1
Jul 17 01:04:36.791: vcpu-0| MonOvhd: VCPU-0:       BusMemRemap:  32bit use      0   64bit use      0   shared use      0
Jul 17 01:04:36.791: vcpu-0| MonOvhd: VCPU-0:      BusMemSample:  32bit use      0   64bit use      0   shared use      1
Jul 17 01:04:36.791: vcpu-0| MonOvhd: VCPU-0:   BusMemScratchAS:  32bit use      0   64bit use      0   shared use      0
Jul 17 01:04:36.791: vcpu-0| MonOvhd: VCPU-0:        BusMemSwap:  32bit use      0   64bit use      0   shared use      1
Jul 17 01:04:36.792: vcpu-0| MonOvhd: VCPU-0:        BusMemVMCI:  32bit use      0   64bit use      0   shared use      0
Jul 17 01:04:36.792: vcpu-0| MonOvhd: VCPU-0:       DoubleFault:  32bit use      0   64bit use      0   shared use      0
Jul 17 01:04:36.792: vcpu-0| MonOvhd: VCPU-0:                HV:  32bit use      0   64bit use      0   shared use      0
Jul 17 01:04:36.792: vcpu-0| MonOvhd: VCPU-0: CallStackProfAnon:  32bit use      0   64bit use      0   shared use      0
Jul 17 01:04:36.792: vcpu-0| MonOvhd: VCPU-0:       NMIProfAnon:  32bit use      0   64bit use      0   shared use      0
Jul 17 01:04:36.792: vcpu-0| MonOvhd: VCPU-0:              Numa:  32bit use      3   64bit use      0   shared use      0
Jul 17 01:04:36.792: vcpu-0| MonOvhd: VCPU-0:          GPhysNPT:  32bit use      0   64bit use      0   shared use      0
Jul 17 01:04:36.792: vcpu-0| MonOvhd: VCPU-0:          GPhysEPT:  32bit use      0   64bit use      0   shared use      0
Jul 17 01:04:36.792: vcpu-0| MonOvhd: VCPU-0:              GBus:  32bit use      0   64bit use      0   shared use      0
Jul 17 01:04:36.792: vcpu-0| MonOvhd: VCPU-0: StateLoggerBufferPA:  32bit use      1   64bit use      0   shared use      0
Jul 17 01:04:36.792: vcpu-0| MonOvhd: VCPU-0:              Test:  32bit use      0   64bit use      0   shared use      0
Jul 17 01:04:36.792: vcpu-0| MonOvhd: VCPU-0:         TraceALot:  32bit use      0   64bit use      0   shared use      0
Jul 17 01:04:36.792: vcpu-0| MonOvhd: VCPU-0:            VProbe:  32bit use      0   64bit use      0   shared use      0
Jul 17 01:04:36.792: vcpu-0| MonOvhd: VCPU-0:      vcpu-summary:  32bit use    854   64bit use      0   shared use    537
Jul 17 01:04:36.815: mks| Removing local console B64E168
Jul 17 01:04:36.815: mks| MKS release: start, nesting 0
Jul 17 01:04:36.815: mks| MKS starting full screen: off force
Jul 17 01:04:36.815: mks| MKS already off
Jul 17 01:04:36.815: mks| MKS finished full screen: done
Jul 17 01:04:36.815: mks| MKS release: end, nesting 1
Jul 17 01:04:36.815: mks| MKSHostOps_Exit3D: 0, 1
Jul 17 01:04:36.815: mks| Detaching from window system.
Jul 17 01:04:36.815: mks| MKS starting full screen: off force
Jul 17 01:04:36.815: mks| MKS already off
Jul 17 01:04:36.815: mks| MKS finished full screen: done
Jul 17 01:04:36.820: mks| XINFO: Reserved fds 127 and 261 for X connection
Jul 17 01:04:36.820: mks| MKSHostOps_Exit3D: 0, 0
Jul 17 01:04:36.820: mks| MKSHostOps_Exit3D: 1, 0
Jul 17 01:04:36.820: mks| Async MKS thread is exiting
Jul 17 01:04:36.821: vmx| TOOLS received request in VMX to set option 'enableDnD' -> '0'
Jul 17 01:04:36.821: vmx| TOOLS received request in VMX to set option 'copypaste' -> '0'
Jul 17 01:04:36.821: vmx| TOOLS received request in VMX to set option 'copypaste' -> '0'
Jul 17 01:04:36.821: vmx| VGA: Starting 160x25 screenshot
Jul 17 01:04:36.821: vmx| Operating System not found                                                      
Jul 17 01:04:36.822: vmx|                                                                                 
Jul 17 01:04:36.823: vmx|                                                                                 
Jul 17 01:04:36.824: vmx|                                                                                 
Jul 17 01:04:36.825: vmx|                                                                                 
Jul 17 01:04:36.827: vmx|                                                                                 
Jul 17 01:04:36.828: vmx|                                                                                 
Jul 17 01:04:36.829: vmx|                                                                                 
Jul 17 01:04:36.830: vmx|                                                                                 
Jul 17 01:04:36.831: vmx|                                                                                 
Jul 17 01:04:36.832: vmx|                                                                                 
Jul 17 01:04:36.833: vmx|                                                                                 
Jul 17 01:04:36.834: vmx|                                                                                 
Jul 17 01:04:36.835: vmx|                                                                                 
Jul 17 01:04:36.836: vmx|                                                                                 
Jul 17 01:04:36.837: vmx|                                                                                 
Jul 17 01:04:36.838: vmx|                                                                                 
Jul 17 01:04:36.839: vmx|                                                                                 
Jul 17 01:04:36.840: vmx|                                                                                 
Jul 17 01:04:36.841: vmx|                                                                                 
Jul 17 01:04:36.842: vmx|                                                                                 
Jul 17 01:04:36.843: vmx|                                                                                 
Jul 17 01:04:36.844: vmx|                                                                                 
Jul 17 01:04:36.846: vmx|                                                                                 
Jul 17 01:04:36.847: vmx|                                                                                 
Jul 17 01:04:36.848: vmx| VGA: Screenshot done.
Jul 17 01:04:36.848: vmx| MKS local poweroff
Jul 17 01:04:36.849: vmx| ide0:0: numIOs = 1 numMergedIOs = 0 numSplitIOs = 0 ( 0.0%)
Jul 17 01:04:36.853: vmx| WORKER: asyncOps=2 maxActiveOps=1 maxPending=0 maxCompleted=0
Jul 17 01:04:36.855: vmx| MX: destroying userlevelLock(0)
Jul 17 01:04:36.855: vmx| MX: destroying bigDeviceLock(1)
Jul 17 01:04:36.855: vmx| MX: destroying monAct(2)
Jul 17 01:04:36.855: vmx| MX: destroying monAct(3)
Jul 17 01:04:36.855: vmx| MX: destroying monAct(4)
Jul 17 01:04:36.855: vmx| MX: destroying monAct(5)
Jul 17 01:04:36.855: vmx| MX: destroying monAct(6)
Jul 17 01:04:36.855: vmx| MX: destroying monAct(7)
Jul 17 01:04:36.855: vmx| MX: destroying monAct(8)
Jul 17 01:04:36.855: vmx| MX: destroying monAct(9)
Jul 17 01:04:36.855: vmx| MX: destroying stTable(10)
Jul 17 01:04:36.855: vmx| MX: destroying iospaceLock(12)
Jul 17 01:04:36.855: vmx| MX: destroying MMCpt(14)
Jul 17 01:04:36.855: vmx| MX: destroying intrLock(15)
Jul 17 01:04:36.855: vmx| MX: destroying timeTracker(16)
Jul 17 01:04:36.855: vmx| MX: destroying timeTrackerCall(17)
Jul 17 01:04:36.855: vmx| MX: destroying mksLock(18)
Jul 17 01:04:36.855: vmx| MX: destroying mksRolePseudoCa(19)
Jul 17 01:04:36.855: vmx| MX: destroying MKSScreenShotMg(20)
Jul 17 01:04:36.855: vmx| MX: destroying VIDELock(21)
Jul 17 01:04:36.855: vmx| MX: destroying busLogicLock(22)
Jul 17 01:04:36.855: vmx| MX: destroying vgaLock(23)
Jul 17 01:04:36.855: vmx| MX: destroying svgaLock(24)
Jul 17 01:04:36.855: vmx| MX: destroying svgaIrqMutex(25)
Jul 17 01:04:36.855: vmx| MX: destroying svgaPseudoCallL(26)
Jul 17 01:04:36.855: vmx| MX: destroying SVGAGuestMemLoc(27)
Jul 17 01:04:36.855: vmx| MX: destroying timer(29)
Jul 17 01:04:36.856: vmx| MX: destroying vmxPseudoCallLo(30)
Jul 17 01:04:36.856: vmx| MX: destroying InputEventLock(31)
Jul 17 01:04:36.856: vmx| MX: destroying paraTime(32)
Jul 17 01:04:36.856: vmx| MX: destroying offline(37)
Jul 17 01:04:36.856: vmx| MX: destroying monitorPoll(38)
Jul 17 01:04:36.856: vmx| MX: destroying busMemLock(39)
Jul 17 01:04:36.856: vmx| MX: destroying mmuInfoLock(40)
Jul 17 01:04:36.856: vmx| MX: destroying gbusLock(41)
Jul 17 01:04:36.856: vmx| MX: destroying barrierLck(42)
Jul 17 01:04:36.856: vmx| MX: destroying barrierLck(43)
Jul 17 01:04:36.856: vmx| MX: destroying restoreLock(44)
Jul 17 01:04:36.860: vmx| OvhdMem Source           SharedArea:     59 allocated,     25 used
Jul 17 01:04:36.861: vmx| OvhdMem Source          BusMemFrame:    901 allocated,     75 used
Jul 17 01:04:36.861: vmx| OvhdMem Source          ReplayCheck:   4096 allocated,      0 used
Jul 17 01:04:36.861: vmx| OvhdMem Source   TraceBitmapMainMem:      1 allocated,      1 used
Jul 17 01:04:36.861: vmx| OvhdMem Source   BusMem2MRegionInfo:      1 allocated,      1 used
Jul 17 01:04:36.861: vmx| OvhdMem Source           KSTATS_vmm:      0 allocated,      0 used
Jul 17 01:04:36.861: vmx| OvhdMem Source            STATS_vmm:      2 allocated,      0 used
Jul 17 01:04:36.861: vmx| OvhdMem Source        KSTATS_device:      0 allocated,      0 used
Jul 17 01:04:36.861: vmx| OvhdMem Source         STATS_device:      1 allocated,      0 used
Jul 17 01:04:36.861: vmx| OvhdMem Source       KSTATS_migrate:      0 allocated,      0 used
Jul 17 01:04:36.861: vmx| OvhdMem Source        CallStackProf:      0 allocated,      0 used
Jul 17 01:04:36.861: vmx| OvhdMem Source           VProbeVars:     64 allocated,      0 used
Jul 17 01:04:36.861: vmx| OvhdMem Source             VProbeTC:     16 allocated,      0 used
Jul 17 01:04:36.861: vmx| OvhdMem Source          DFStackvcpu:      1 allocated,      1 used
Jul 17 01:04:36.861: vmx| OvhdMem Source            DFCR3vcpu:      3 allocated,      3 used
Jul 17 01:04:36.861: vmx| OvhdMem Source          DFCR3PTvcpu:      1 allocated,      1 used
Jul 17 01:04:36.861: vmx| OvhdMem Source DFCR3PageDirForSwitchPg:      1 allocated,      0 used
Jul 17 01:04:36.861: vmx| OvhdMem Source            VIDE_KSEG:     16 allocated,     16 used
Jul 17 01:04:36.861: vmx| OvhdMem Source                  VGA:     64 allocated,     64 used
Jul 17 01:04:36.861: vmx| OvhdMem Source            PShareMPN:      1 allocated,      1 used
Jul 17 01:04:36.861: vmx| OvhdMem Source              VMXNET3:      0 allocated,      0 used
Jul 17 01:04:36.861: vmx| OvhdMem Source        BusMemVMCIMPN:      1 allocated,      1 used
Jul 17 01:04:36.861: vmx| OvhdMem Source            LocalApic:      1 allocated,      1 used
Jul 17 01:04:36.861: vmx| OvhdMem Source             BusError:      1 allocated,      1 used
Jul 17 01:04:36.861: vmx| OvhdMem Source                VBIOS:      8 allocated,      8 used
Jul 17 01:04:36.861: vmx| OvhdMem Source               VMXNET:    160 allocated,      0 used
Jul 17 01:04:36.861: vmx| OvhdMem Source              LSIBIOS:     16 allocated,      0 used
Jul 17 01:04:36.861: vmx| OvhdMem Source          SAS1068BIOS:     16 allocated,      0 used
Jul 17 01:04:36.861: vmx| OvhdMem Source                SBIOS:     16 allocated,      4 used
Jul 17 01:04:36.861: vmx| OvhdMem Source               VLANCE:    160 allocated,      0 used
Jul 17 01:04:36.861: vmx| OvhdMem Source             FlashRam:    128 allocated,    128 used
Jul 17 01:04:36.861: vmx| OvhdMem Source          SHPC_MemReg:      2 allocated,      0 used
Jul 17 01:04:36.861: vmx| OvhdMem Source               SVGAFB:   4080 allocated,   4080 used
Jul 17 01:04:36.861: vmx| OvhdMem Source              SVGAMEM:    512 allocated,    512 used
Jul 17 01:04:36.861: vmx| OvhdMem Source         EHCIRegister:      1 allocated,      0 used
Jul 17 01:04:36.861: vmx| OvhdMem Source                debug:      2 allocated,      0 used
Jul 17 01:04:36.861: vmx| OvhdMem Source              MainMem:   4096 allocated,   4096 used
Jul 17 01:04:36.861: vmx| OvhdMem Source              VMIBIOS:      4 allocated,      0 used
Jul 17 01:04:36.861: vmx| OvhdMem Source              VMIData:      2 allocated,      0 used
Jul 17 01:04:36.861: vmx| OvhdMem Source             umbralDT:     21 allocated,      0 used
Jul 17 01:04:36.861: vmx| OvhdMem Source          HVMSRBitmap:      2 allocated,      0 used
Jul 17 01:04:36.861: vmx| OvhdMem Source    StateLoggerLogBuf:    512 allocated,      0 used
Jul 17 01:04:36.861: vmx| OvhdMem Source    DebugStubSSEvents:      1 allocated,      1 used
Jul 17 01:04:36.861: vmx| OvhdMem Source   DebugStubBWPEvents:      1 allocated,      1 used
Jul 17 01:04:36.861: vmx| OvhdMem Source                 PCIP:     36 allocated,      0 used
Jul 17 01:04:36.861: vmx| OvhdMem Source        PhysMemLookup:      1 allocated,      1 used
Jul 17 01:04:36.861: vmx| OvhdMem Source             MonWired:     31 allocated,     31 used
Jul 17 01:04:36.861: vmx| OvhdMem Source               MonLow:      3 allocated,      0 used
Jul 17 01:04:36.861: vmx| OvhdMem Source        MonitorNuma32:    393 allocated,    261 used
Jul 17 01:04:36.861: vmx| OvhdMem Source       MonitorOther32:     60 allocated,      2 used
Jul 17 01:04:36.861: vmx| OvhdMem Source            Mon32Anon:   5842 allocated,      0 used
Jul 17 01:04:36.861: vmx| OvhdMem Source           Mon64Wired:     72 allocated,      0 used
Jul 17 01:04:36.861: vmx| OvhdMem Source             Mon64Low:      1 allocated,      0 used
Jul 17 01:04:36.861: vmx| OvhdMem Source        MonitorNuma64:    405 allocated,      0 used
Jul 17 01:04:36.861: vmx| OvhdMem Source       MonitorOther64:     40 allocated,      0 used
Jul 17 01:04:36.861: vmx| OvhdMem Source            Mon64Anon:   4494 allocated,      0 used
Jul 17 01:04:36.862: vmx| DUMPER: Deleted checkpoint file /media/disk-1/b/prj/tos/tos_0.2.0/TOS_on_VMware/TOS.vmss
Jul 17 01:04:36.863: vmx| PowerOn
Jul 17 01:04:36.863: vmx| VMX_PowerOn: VMX build 99530, UI build 99530
Jul 17 01:04:36.863: vmx| Host ACPI: can't find SRAT
Jul 17 01:04:36.863: vmx| Host: SRAT tables not found in memory
Jul 17 01:04:36.870: vmx| VMXVmdb_LoadRawConfig: Loading raw config
Jul 17 01:04:36.874: vmx| HOST sysname Linux, nodename B-UBUNTU, release 2.6.24-19-generic, version #1 SMP Wed Jun 18 14:43:41 UTC 2008, machine i686, SMP, hz=250
Jul 17 01:04:36.874: vmx| DICT --- USER PREFERENCES
Jul 17 01:04:36.874: vmx| DICT       pref.grabOnKeyPress = FALSE
Jul 17 01:04:36.874: vmx| DICT    pref.autoFitFullScreen = fitHostToGuest
Jul 17 01:04:36.874: vmx| DICT     pref.view.navBar.type = favorites
Jul 17 01:04:36.874: vmx| DICT     pref.mruDest0.present = FALSE
Jul 17 01:04:36.874: vmx| DICT  pref.mruDest0.destString = 
Jul 17 01:04:36.874: vmx| DICT        pref.mruDest0.user = 
Jul 17 01:04:36.874: vmx| DICT     pref.mruDest1.present = FALSE
Jul 17 01:04:36.874: vmx| DICT  pref.mruDest1.destString = 
Jul 17 01:04:36.874: vmx| DICT        pref.mruDest1.user = 
Jul 17 01:04:36.874: vmx| DICT     pref.mruDest2.present = FALSE
Jul 17 01:04:36.874: vmx| DICT  pref.mruDest2.destString = 
Jul 17 01:04:36.874: vmx| DICT        pref.mruDest2.user = 
Jul 17 01:04:36.874: vmx| DICT     pref.mruDest3.present = FALSE
Jul 17 01:04:36.874: vmx| DICT  pref.mruDest3.destString = 
Jul 17 01:04:36.874: vmx| DICT        pref.mruDest3.user = 
Jul 17 01:04:36.874: vmx| DICT     pref.mruDest4.present = FALSE
Jul 17 01:04:36.874: vmx| DICT  pref.mruDest4.destString = 
Jul 17 01:04:36.874: vmx| DICT        pref.mruDest4.user = 
Jul 17 01:04:36.874: vmx| DICT     pref.mruDest5.present = FALSE
Jul 17 01:04:36.874: vmx| DICT  pref.mruDest5.destString = 
Jul 17 01:04:36.874: vmx| DICT        pref.mruDest5.user = 
Jul 17 01:04:36.874: vmx| DICT     pref.mruDest6.present = FALSE
Jul 17 01:04:36.874: vmx| DICT  pref.mruDest6.destString = 
Jul 17 01:04:36.874: vmx| DICT        pref.mruDest6.user = 
Jul 17 01:04:36.874: vmx| DICT     pref.mruDest7.present = FALSE
Jul 17 01:04:36.874: vmx| DICT  pref.mruDest7.destString = 
Jul 17 01:04:36.874: vmx| DICT        pref.mruDest7.user = 
Jul 17 01:04:36.874: vmx| DICT     webUpdate.checkPeriod = weekly
Jul 17 01:04:36.874: vmx| DICT       webUpdate.checkLast = 1216132807
Jul 17 01:04:36.874: vmx| DICT        pref.placement.top = 25
Jul 17 01:04:36.874: vmx| DICT      pref.placement.right = 1023
Jul 17 01:04:36.874: vmx| DICT     pref.placement.bottom = 718
Jul 17 01:04:36.874: vmx| DICT      pref.mruATS0.present = FALSE
Jul 17 01:04:36.874: vmx| DICT    pref.mruATS0.atsString = 
Jul 17 01:04:36.874: vmx| DICT       pref.mruATS0.domain = 
Jul 17 01:04:36.874: vmx| DICT         pref.mruATS0.user = 
Jul 17 01:04:36.874: vmx| DICT       pref.mruATS0.secure = FALSE
Jul 17 01:04:36.874: vmx| DICT         pref.mruATS0.port = 0
Jul 17 01:04:36.874: vmx| DICT      pref.mruATS1.present = FALSE
Jul 17 01:04:36.874: vmx| DICT    pref.mruATS1.atsString = 
Jul 17 01:04:36.874: vmx| DICT       pref.mruATS1.domain = 
Jul 17 01:04:36.874: vmx| DICT         pref.mruATS1.user = 
Jul 17 01:04:36.874: vmx| DICT       pref.mruATS1.secure = FALSE
Jul 17 01:04:36.874: vmx| DICT         pref.mruATS1.port = 0
Jul 17 01:04:36.874: vmx| DICT      pref.mruATS2.present = FALSE
Jul 17 01:04:36.874: vmx| DICT    pref.mruATS2.atsString = 
Jul 17 01:04:36.874: vmx| DICT       pref.mruATS2.domain = 
Jul 17 01:04:36.874: vmx| DICT         pref.mruATS2.user = 
Jul 17 01:04:36.874: vmx| DICT       pref.mruATS2.secure = FALSE
Jul 17 01:04:36.874: vmx| DICT         pref.mruATS2.port = 0
Jul 17 01:04:36.874: vmx| DICT      pref.mruATS3.present = FALSE
Jul 17 01:04:36.875: vmx| DICT    pref.mruATS3.atsString = 
Jul 17 01:04:36.875: vmx| DICT       pref.mruATS3.domain = 
Jul 17 01:04:36.875: vmx| DICT         pref.mruATS3.user = 
Jul 17 01:04:36.875: vmx| DICT       pref.mruATS3.secure = FALSE
Jul 17 01:04:36.875: vmx| DICT         pref.mruATS3.port = 0
Jul 17 01:04:36.875: vmx| DICT      pref.mruATS4.present = FALSE
Jul 17 01:04:36.875: vmx| DICT    pref.mruATS4.atsString = 
Jul 17 01:04:36.875: vmx| DICT       pref.mruATS4.domain = 
Jul 17 01:04:36.875: vmx| DICT         pref.mruATS4.user = 
Jul 17 01:04:36.875: vmx| DICT       pref.mruATS4.secure = FALSE
Jul 17 01:04:36.875: vmx| DICT         pref.mruATS4.port = 0
Jul 17 01:04:36.875: vmx| DICT      pref.mruATS5.present = FALSE
Jul 17 01:04:36.875: vmx| DICT    pref.mruATS5.atsString = 
Jul 17 01:04:36.875: vmx| DICT       pref.mruATS5.domain = 
Jul 17 01:04:36.875: vmx| DICT         pref.mruATS5.user = 
Jul 17 01:04:36.875: vmx| DICT       pref.mruATS5.secure = FALSE
Jul 17 01:04:36.875: vmx| DICT         pref.mruATS5.port = 0
Jul 17 01:04:36.875: vmx| DICT      pref.mruATS6.present = FALSE
Jul 17 01:04:36.875: vmx| DICT    pref.mruATS6.atsString = 
Jul 17 01:04:36.875: vmx| DICT       pref.mruATS6.domain = 
Jul 17 01:04:36.875: vmx| DICT         pref.mruATS6.user = 
Jul 17 01:04:36.875: vmx| DICT       pref.mruATS6.secure = FALSE
Jul 17 01:04:36.875: vmx| DICT         pref.mruATS6.port = 0
Jul 17 01:04:36.875: vmx| DICT      pref.mruATS7.present = FALSE
Jul 17 01:04:36.875: vmx| DICT    pref.mruATS7.atsString = 
Jul 17 01:04:36.875: vmx| DICT       pref.mruATS7.domain = 
Jul 17 01:04:36.875: vmx| DICT         pref.mruATS7.user = 
Jul 17 01:04:36.875: vmx| DICT       pref.mruATS7.secure = FALSE
Jul 17 01:04:36.875: vmx| DICT         pref.mruATS7.port = 0
Jul 17 01:04:36.875: vmx| DICT   pref.registrationViewed = FALSE
Jul 17 01:04:36.875: vmx| DICT       pref.usbDev.maxDevs = 0
Jul 17 01:04:36.875: vmx| DICT pref.vmplayer.vmPos0.index = 2
Jul 17 01:04:36.875: vmx| DICT pref.vmplayer.vmPos0.vmPath = /vm/#_32/
Jul 17 01:04:36.875: vmx| DICT pref.vmplayer.vmPos0.geometry = 1014x689+0+25
Jul 17 01:04:36.875: vmx| DICT       pref.eula.0.appName = VMware Workstation
Jul 17 01:04:36.875: vmx| DICT   pref.eula.0.buildNumber = 99530
Jul 17 01:04:36.875: vmx| DICT            pref.tip.index = 17
Jul 17 01:04:36.875: vmx| DICT   webUpdate.lastCheckTime = 1216253043
Jul 17 01:04:36.875: vmx| DICT pref.ws.openedObj0.present = TRUE
Jul 17 01:04:36.875: vmx| DICT   pref.ws.openedObj0.type = vm
Jul 17 01:04:36.875: vmx| DICT   pref.ws.openedObj0.path = /vm/#d61cb725b90ef3aa/
Jul 17 01:04:36.875: vmx| DICT   pref.ws.openedObj0.file = /media/sda6/Vmware/Ubuntu_Testing/Ubuntu_Testing.vmx
Jul 17 01:04:36.875: vmx| DICT   pref.ws.openedObj0.dest = /host2/#_client/
Jul 17 01:04:36.875: vmx| DICT  pref.ws.openedObj.maxNum = 4
Jul 17 01:04:36.875: vmx| DICT          pref.view.navBar = FALSE
Jul 17 01:04:36.875: vmx| DICT   pref.ws.currentObj.path = /vm/#cfe3cab1d835a823/
Jul 17 01:04:36.875: vmx| DICT   pref.ws.currentObj.type = vm
Jul 17 01:04:36.875: vmx| DICT             vmWizard.mode = custom
Jul 17 01:04:36.875: vmx| DICT         vmWizard.guestKey = dos
Jul 17 01:04:36.875: vmx| DICT  vmWizard.physicalBackend = /dev/scd0
Jul 17 01:04:36.875: vmx| DICT    hint.loader.debug.beta = FALSE
Jul 17 01:04:36.875: vmx| DICT  pref.sharedFolder.maxNum = 1
Jul 17 01:04:36.875: vmx| DICT pref.sharedFolder0.enabled = FALSE
Jul 17 01:04:36.875: vmx| DICT pref.sharedFolder0.vmPath = /vm/#d61cb725b90ef3aa/
Jul 17 01:04:36.875: vmx| DICT pref.sharedFolder0.guestName = shared-sda6
Jul 17 01:04:36.875: vmx| DICT pref.sharedFolder0.hostPath = /media/sda6/Vmware/shared
Jul 17 01:04:36.875: vmx| DICT  pref.view.toolbars.style = icons
Jul 17 01:04:36.875: vmx| DICT            pref.view.tabs = FALSE
Jul 17 01:04:36.875: vmx| DICT pref.autoFitGuestToWindow = TRUE
Jul 17 01:04:36.875: vmx| DICT  hint.vmui.showAllUSBDevs = FALSE
Jul 17 01:04:36.875: vmx| DICT       webUpdate.failCount = 0
Jul 17 01:04:36.875: vmx| DICT       pref.eula.1.appName = VMware Player
Jul 17 01:04:36.875: vmx| DICT   pref.eula.1.buildNumber = 99530
Jul 17 01:04:36.875: vmx| DICT vmWizard.installMediaType = later
Jul 17 01:04:36.875: vmx| DICT pref.ws.openedObj1.present = TRUE
Jul 17 01:04:36.875: vmx| DICT   pref.ws.openedObj1.type = vm
Jul 17 01:04:36.875: vmx| DICT   pref.ws.openedObj1.path = /vm/#704e6b7cfebeca84/
Jul 17 01:04:36.875: vmx| DICT   pref.ws.openedObj1.file = /home/b/prj/tos/vm_tos/v_tos/TOS.vmx
Jul 17 01:04:36.876: vmx| DICT   pref.ws.openedObj1.dest = /host2/#_client/
Jul 17 01:04:36.876: vmx| DICT        hint.vmui.poweroff = FALSE
Jul 17 01:04:36.876: vmx| DICT pref.vmplayer.vmPos1.index = 1
Jul 17 01:04:36.876: vmx| DICT pref.vmplayer.vmPos1.vmPath = /vm/#704e6b7cfebeca84/
Jul 17 01:04:36.876: vmx| DICT pref.vmplayer.vmPos1.geometry = 728x502+186+87
Jul 17 01:04:36.876: vmx| DICT pref.ws.openedObj2.present = TRUE
Jul 17 01:04:36.876: vmx| DICT   pref.ws.openedObj2.type = vm
Jul 17 01:04:36.876: vmx| DICT   pref.ws.openedObj2.path = /vm/#cfe3cab1d835a823/
Jul 17 01:04:36.876: vmx| DICT   pref.ws.openedObj2.file = /home/b/prj/tos/TOS 0.1.5/TOS_on_VMware/TOS.vmx
Jul 17 01:04:36.876: vmx| DICT   pref.ws.openedObj2.dest = /host2/#_client/
Jul 17 01:04:36.876: vmx| DICT pref.ws.openedObj3.present = TRUE
Jul 17 01:04:36.876: vmx| DICT   pref.ws.openedObj3.type = vm
Jul 17 01:04:36.876: vmx| DICT   pref.ws.openedObj3.path = /vm/#3279bdf6802b6c71/
Jul 17 01:04:36.876: vmx| DICT   pref.ws.openedObj3.file = /home/b/prj/tos/TOS 0.1.5/vm_tos/v_tos/TOS.vmx
Jul 17 01:04:36.876: vmx| DICT   pref.ws.openedObj3.dest = /host2/#_client/
Jul 17 01:04:36.876: vmx| DICT pref.vmplayer.vmPos2.index = 0
Jul 17 01:04:36.876: vmx| DICT pref.vmplayer.vmPos2.vmPath = /vm/#f4c53ba733ba3729/
Jul 17 01:04:36.876: vmx| DICT pref.vmplayer.vmPos2.geometry = 728x502+186+87
Jul 17 01:04:36.876: vmx| DICT --- USER DEFAULTS
Jul 17 01:04:36.876: vmx| DICT --- HOST DEFAULTS
Jul 17 01:04:36.876: vmx| DICT guest.commands.enabledonhost = TRUE
Jul 17 01:04:36.876: vmx| DICT    vmnet1.hostonlyaddress = 192.168.227.1
Jul 17 01:04:36.876: vmx| DICT         authd.client.port = 902
Jul 17 01:04:36.876: vmx| DICT           authd.proxy.nfc = vmware-hostd:ha-nfc
Jul 17 01:04:36.876: vmx| DICT             loop.fullpath = /usr/bin/vmware-loop
Jul 17 01:04:36.876: vmx| DICT guest.commands.anonguestpasswordonhost = 
Jul 17 01:04:36.876: vmx| DICT       product.buildnumber = 99530
Jul 17 01:04:36.876: vmx| DICT    vmnet1.hostonlynetmask = 255.255.255.0
Jul 17 01:04:36.876: vmx| DICT           authd.proxy.vim = vmware-hostd:hostd-vmdb
Jul 17 01:04:36.876: vmx| DICT                    bindir = /usr/bin
